metabolite	query_protein	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value
Citraconic acid	LDHB	-0.187644557	-0.09323697	-0.020500043	0.078097877	0.351669435	0.934880627
Inosine	LDHB	0.110322083	0.161073975	0.040260556	0.129788099	0.351930496	0.935067635
Carnitine	LDHB	-0.090070834	0.067295203	0.001665506	0.071956479	0.361729295	0.944470505
Adenosine 5-phosphosulfate	LDHB	5.255813853	-0.024980934	0.026269935	0.057257564	0.37073715	0.949877638
L-Kynurenine	LDHB	0.002981811	0.091022634	0.031002795	0.068005265	0.37746521	0.953597771
4-Guanidinobutyric acid	LDHB	0.123333219	0.130892925	0.033210575	0.111543335	0.381174365	0.956188999
Octanoyl coenzyme A	LDHB	-0.338929636	0.273150211	0.043945927	0.26204507	0.381750741	0.956494761
3-Hydroxy-3-methylglutaric acid	LDHB	-0.139185659	-0.12553225	-0.002764622	0.140421561	0.381966311	0.956579346
N-a-Acetyl-L-ornithine	LDHB	-0.027397535	0.139884556	0.018365488	0.140769653	0.388001337	0.960036784
D-Gluconic acid	LDHB	-0.189478455	-0.066763065	-0.024717419	0.049408225	0.394777829	0.963282412
Phosphocholine	LDHB	-0.159866605	-0.044041494	0.016990822	0.071721847	0.394792401	0.963282412
Uric acid	LDHB	0.223446536	0.292555237	0.136218273	0.184246932	0.396149175	0.963693515
Dihydrouracil	LDHB	-0.058600593	0.076141206	0.022889703	0.062980514	0.397818623	0.96464324
Phosphoenolpyruvic acid	LDHB	-0.367475917	0.102410071	-0.010772253	0.134322812	0.39944418	0.965263527
Pyridoxal 5-phosphate	LDHB	-0.516919194	-0.386030594	0.067792806	0.539884545	0.400575741	0.966243769
L-Asparagine;Ureidopropionic acid	LDHB	-0.111849812	-0.067890773	-0.007455051	0.072932859	0.407303198	0.969000514
2-Hydroxybutyric acid;(S)-3-Hydroxybutyric acid;(R)-3-Hydroxybutyric acid;(R)-3-Hydroxyisobutyric acid;(S)-3-Hydroxyisobutyric acid	LDHB	-0.1141838	-0.111710411	-0.012908211	0.119296631	0.407553781	0.969132903
Riboflavin	LDHB	0.231352865	0.204008691	0.03668807	0.202232443	0.408028599	0.969191149
Nicotinamide ribotide	LDHB	-0.253611638	-0.04258918	0.072306067	0.141697091	0.417451165	0.974049072
N-Acetyl-L-glutamic acid	LDHB	-0.26463828	-0.164451285	-0.056982241	0.132705701	0.41803795	0.974187928
Citramalic acid;D-2-Hydroxyglutaric acid;L-2-Hydroxyglutaric acid;3-Hydroxyglutaric acid	LDHB	-0.194599907	-0.111637055	-0.00799668	0.128426344	0.41966507	0.974655094
Phosphatidylethanolamine	LDHB	-0.229982884	-0.156411738	-0.002169088	0.192367098	0.422660509	0.975465457
NADPH	LDHB	-0.652676791	-0.364817459	0.039772156	0.509342196	0.42699897	0.977287056
Phosphatidic Acid	LDHB	-0.207113065	-0.149755416	0.066339581	0.272198185	0.427260371	0.97731298
"2,3-Dihydroxypropyl hexopyranoside"	LDHB	-0.22256894	-0.096463411	5.43E-04	0.124395528	0.43549515	0.982635413
Choline glycerophosphate	LDHB	0.074047598	0.457063024	0.159693607	0.387254289	0.442551433	0.984773756
D-Arabitol;Adonitol;D-Xylitol	LDHB	-0.203787997	-0.054743817	0.03784429	0.121675218	0.446690121	0.98642729
Pantothenic acid	LDHB	-0.165292041	-0.049344854	5.96E-04	0.065696194	0.447150497	0.986864101
3-Phosphoadenosine 5-phosphosulfate	LDHB	-0.357883605	0.091978209	-0.024272822	0.154862688	0.45285028	0.990218004
Phosphatidylcholine	LDHB	-0.30271724	-0.074124649	-0.007110933	0.089689796	0.454959669	0.990582845
D-Cellobiose	LDHB	-0.161113007	-0.076635224	-0.02933045	0.06426952	0.461707899	0.992815788
Betaine aldehyde	LDHB	-0.185692691	0.053956329	-0.04639906	0.1399977	0.473475306	0.995480547
Pyruvate	LDHB	-0.139804982	0.027001165	-0.013880068	0.057725654	0.478821876	0.997629113
L-Saccharopine	LDHB	-0.221261615	-0.045020239	-0.011725174	0.047384662	0.482270835	0.998158912
Adenosine	LDHB	0.410837864	0.058953748	-0.008392168	0.095876908	0.482416898	0.998343403
(R)-3-Hydroxybutyric acid	LDHB	-0.10977494	0.01435742	-0.040107909	0.116578554	0.640357844	0.99999496
1-Methylhistamine	LDHB	-0.22695236	-0.02850965	-0.031966636	0.138148192	0.980036023	0.99999496
1-Methylnicotinamide	LDHB	-0.07540819	0.03293919	0.007635251	0.0491359	0.606567956	0.99999496
2-Amino-3-methoxybenzoic acid	LDHB	-0.09174235	0.038452836	0.008192942	0.128576845	0.813941114	0.99999496
2-Aminoadipic acid	LDHB	-0.191513911	-0.036783752	-0.014234918	0.05435813	0.678273757	0.99999496
2-Deoxy-D-ribose	LDHB	-0.206652816	-0.037804344	0.051572203	0.15831656	0.572384468	0.99999496
2-Deoxycytidine	LDHB	0.17901905	-0.003638873	0.066439214	0.185599355	0.705744695	0.99999496
2-Deoxycytidine 5-diphosphate	LDHB	-0.336652988	-0.103658667	-0.038301044	0.122482215	0.593612019	0.99999496
2-Hydroxyphenylacetic acid;4-Hydroxyphenylacetic acid	LDHB	-0.1337154	-0.043540269	-0.016099123	0.073801145	0.710022789	0.99999496
2-Oxo-4-methylthiobutanoic acid	LDHB	-0.064588084	-0.030703308	0.051752479	0.135898149	0.54401886	0.99999496
"2,3-Diphosphoglyceric acid"	LDHB	-0.509406132	0.074594993	0.03087714	0.139404685	0.7538219	0.99999496
"2,3-Pyridinedicarboxylic acid"	LDHB	-0.257388514	-0.145822807	-0.05253562	0.165564564	0.573129182	0.99999496
"2,5-Dihydroxybenzaldehyde;4-Hydroxybenzoic acid"	LDHB	0.233737358	0.120372343	0.033614555	0.148990867	0.56036279	0.99999496
3-Aminoisobutyric acid;L-2-Aminobutyric acid	LDHB	-0.140778102	-0.005058453	-0.027267865	0.127068897	0.861250583	0.99999496
3-Aminopiperidin-2-one	LDHB	-0.122548471	0.007571202	-0.008509285	0.049189297	0.743735744	0.99999496
3-Hydroxy-DL-kynurenine	LDHB	-8.32E-04	0.047899983	0.048049801	0.114937739	0.998959982	0.99999496
3-Hydroxybutyryl coenzyme A	LDHB	-0.275347253	-0.140733275	0.06030788	0.335211973	0.548677286	0.99999496
3-Iodo-L-tyrosine	LDHB	-0.034769441	0.030901266	-0.012390677	0.07247637	0.550290458	0.99999496
3-Methoxytyramine	LDHB	-0.067538412	-0.0226848	-0.022532631	0.144413985	0.999159275	0.99999496
"3,5-Diiodo-L-tyrosine"	LDHB	-0.051477499	-0.010001296	-0.014303738	0.094513342	0.963691195	0.99999496
4-Hydroxyphenylpyruvic acid	LDHB	-0.091748796	-0.017902868	-0.012745134	0.077325775	0.946819452	0.99999496
"4,6-Dioxoheptanoic acid"	LDHB	-0.159710642	-0.020913434	-0.008295577	0.055220985	0.819259503	0.99999496
5-Methyluridine	LDHB	-0.023986584	0.065920953	0.023170685	0.065899259	0.516518386	0.99999496
Acetyl coenzyme A	LDHB	-0.333320968	-0.099574527	-0.043366561	0.374016088	0.880541964	0.99999496
Acetylcholine	LDHB	-0.226374125	-0.022473756	-0.010488324	0.102556565	0.906965802	0.99999496
"Adenosine 3,5-diphosphate"	LDHB	-0.285557366	-0.052856043	-0.024112987	0.123388279	0.815801765	0.99999496
Adenosine triphosphate;Deoxyguanosine triphosphate	LDHB	-0.358617307	-0.024821182	-0.015531587	0.242262009	0.969412421	0.99999496
Anserine	LDHB	-0.194375195	-0.043037393	-0.027945443	0.048625798	0.7562802	0.99999496
Anthranilate	LDHB	-0.120587174	0.027766931	0.020082875	0.065268016	0.906280955	0.99999496
Betaine	LDHB	-0.132039374	-0.00613808	-0.074082033	0.170075222	0.689529585	0.99999496
Betaine aldehyde hydrate	LDHB	-0.190565227	0.003792154	-0.035201366	0.123751297	0.752688881	0.99999496
Biotin	LDHB	-0.084021137	0.007235733	0.008259173	0.072580161	0.988749537	0.99999496
Butyryl coenzyme A	LDHB	-0.470810415	-0.103831086	-0.014470509	0.172428188	0.604285194	0.99999496
CDP-ethanolamine	LDHB	-0.153381857	-0.005848258	-0.002177118	0.046905148	0.93761541	0.99999496
Choline	LDHB	-0.229257121	-0.044686809	-0.042516728	0.177924003	0.990268705	0.99999496
cis-4-Hydroxy-D-proline;trans-4-Hydroxy-L-proline	LDHB	-0.124624207	0.005890455	-0.010846986	0.040325383	0.67809821	0.99999496
Crotonoyl coenzyme A	LDHB	-1.039912287	-0.291295933	0.091053791	1.029717337	0.71040276	0.99999496
Cyclic GMP	LDHB	0.028255495	0.057011471	0.021792176	0.072169885	0.625545997	0.99999496
Cytidine 5-diphosphate	LDHB	-0.327042198	-0.016535453	-0.038824386	0.16333168	0.891454294	0.99999496
Cytidine 5-triphosphate	LDHB	-0.614964133	0.144602595	0.063793588	0.145415254	0.578407728	0.99999496
D-3-Phosphoglyceric acid	LDHB	-0.218691953	-0.057819986	-0.012775794	0.156699583	0.773763399	0.99999496
D-Glucosamine	LDHB	-0.161960384	-0.066951228	-0.019593399	0.070527724	0.50191595	0.99999496
D-Glyceraldehyde 3-phosphate;Dihydroxyacetone phosphate	LDHB	-0.107822728	-0.079184514	2.78E-04	0.122499984	0.516546827	0.99999496
"D-myo-Inositol-1,4,5-triphosphate"	LDHB	-0.900280258	0.105045533	0.022416839	0.224894265	0.713312248	0.99999496
D-Saccharic acid	LDHB	-0.154572695	-0.024680251	-0.055031365	0.140712239	0.829224457	0.99999496
Decanoic acid	LDHB	0.016860692	-0.016696707	-0.043007715	0.176035116	0.881187087	0.99999496
Deoxyadenosine diphosphate	LDHB	-0.206171478	-0.152199675	-0.051157471	0.200799568	0.61482415	0.99999496
Deoxycytidine triphosphate	LDHB	-0.503962681	0.163312964	0.069367356	0.166792647	0.57326609	0.99999496
Dihydrothymine	LDHB	-0.132750612	0.031260636	0.060968018	0.187048166	0.87380904	0.99999496
Dimethylglycine;Gamma-Aminobutyric acid	LDHB	-0.115146359	0.003977411	-0.024406672	0.075929124	0.708535719	0.99999496
"DL-3,4-Dihydroxymandelic acid"	LDHB	-0.145925581	-0.046852645	-0.01683746	0.057249709	0.600080067	0.99999496
"DL-3,4-Dihydroxyphenyl glycol"	LDHB	-0.197215082	-0.036766382	-0.018521765	0.078501719	0.816219257	0.99999496
DL-4-Hydroxy-3-methoxymandelic acid	LDHB	-0.185364404	-0.057420397	-0.019970016	0.062089898	0.546399707	0.99999496
DL-5-Hydroxylysine	LDHB	-0.194385399	0.001450777	-0.018265831	0.069670808	0.777179377	0.99999496
DL-Homocystine	LDHB	-0.164081332	-0.053339765	-0.005670234	0.094870591	0.615337651	0.99999496
Flavin Mononucleotide	LDHB	-0.120810204	-0.083816778	-0.017802898	0.096067994	0.491983238	0.99999496
Folic acid	LDHB	0.170375347	0.198938947	0.086331984	0.293610092	0.701330151	0.99999496
Folinic acid	LDHB	-0.05974838	-0.007033447	-0.020848435	0.159834998	0.931122364	0.99999496
Gamma-Glu-Cys	LDHB	-0.053789699	-0.044243644	-0.030111852	0.323121192	0.965115427	0.99999496
Glucono delta-lactone	LDHB	-0.125292747	-0.009369591	0.00702778	0.08480033	0.846673537	0.99999496
Glutaconic acid	LDHB	-0.065421803	0.023065332	-0.026259707	0.138229618	0.721216021	0.99999496
Glutathione disulfide	LDHB	-0.257970357	-0.130986935	0.015443674	0.436802164	0.737449142	0.99999496
Glycolic acid	LDHB	-0.181122462	0.008177561	-0.007505033	0.06564256	0.811176202	0.99999496
Guanidineacetic acid	LDHB	-0.02878703	0.044968851	0.003704289	0.068913589	0.549314931	0.99999496
Guanine	LDHB	0.025238944	0.105066146	0.021431217	0.121853844	0.492489616	0.99999496
Guanosine 5-diphosphate	LDHB	-0.421379853	0.07397464	0.023224013	0.213439302	0.812055257	0.99999496
Guanosine 5-monophosphate	LDHB	-0.125187391	0.097071428	0.199151117	0.223564646	0.647958346	0.99999496
Guanosine 5-triphosphate	LDHB	-0.951272061	-0.034499113	0.020550486	0.411069808	0.893467508	0.99999496
Hippuric acid	LDHB	-0.073492445	0.05479861	0.022552986	0.089612251	0.718970534	0.99999496
Histamine	LDHB	-0.057835806	0.031060769	-0.005089456	0.092997917	0.697482685	0.99999496
Homocitrulline	LDHB	-0.092633123	-0.011944934	2.06E-04	0.07560217	0.872308918	0.99999496
Homovanillic acid	LDHB	-0.168216652	-0.042697098	-0.020856964	0.054046793	0.686141562	0.99999496
Hypotaurine	LDHB	-0.158224295	-0.030448955	-0.006510628	0.056336635	0.670898051	0.99999496
Indole-3-pyruvic acid	LDHB	-0.097394793	-0.044879071	0.010093998	0.260445045	0.832829853	0.99999496
Inosine 5-monophosphate	LDHB	-0.145457523	-0.030474851	0.043848931	0.121403627	0.540402818	0.99999496
Inosine 5-triphosphate	LDHB	-0.699721408	-0.003525205	0.002414691	0.276097889	0.982835849	0.99999496
Isovaleryl coenzyme A	LDHB	-0.437770136	-0.03013515	0.051184798	0.280246696	0.7716841	0.99999496
L-a-Aspartyl-L-phenylalanine	LDHB	-0.237420296	0.199689293	0.115003312	0.123722699	0.493670748	0.99999496
L-Arginine	LDHB	-0.200418529	-0.007112607	-0.021178735	0.045785208	0.758675968	0.99999496
L-Carnosine	LDHB	-0.171295201	-0.044794292	-6.03E-04	0.097492722	0.650348105	0.99999496
L-Cystathionine	LDHB	-0.181133283	-0.035239951	-0.010574101	0.040662451	0.544116285	0.99999496
L-Dihydroorotic acid	LDHB	-0.216492144	0.016898847	0.018471652	0.097041499	0.987068815	0.99999496
L-Glutamic acid	LDHB	-0.143355276	0.025291045	-0.010400595	0.06264753	0.568866651	0.99999496
L-Glutamine;D-Glutamine;Ureidoisobutyric acid	LDHB	-0.057220575	0.030818869	-0.010766489	0.079556421	0.601172391	0.99999496
L-Lysine	LDHB	-0.187923275	-0.047201296	-0.026338925	0.047606442	0.661222603	0.99999496
L-Malic acid	LDHB	-0.247993361	-0.146562936	-0.07870677	0.14332361	0.635894136	0.99999496
L-Pipecolic acid	LDHB	-0.164286732	-0.001329619	-0.010854432	0.052980303	0.857325081	0.99999496
L-Proline;D-Proline	LDHB	-0.146808081	-0.008651026	-0.014428698	0.050138914	0.90826021	0.99999496
L-Tryptophan	LDHB	-0.002242696	-0.052797831	0.009684947	0.093063912	0.501968019	0.99999496
Malonyl coenzyme A	LDHB	-0.302302065	-0.039672802	0.065434816	0.200736266	0.600549471	0.99999496
Metanephrine	LDHB	-0.232102857	-0.027082313	-0.014406598	0.264488932	0.961775764	0.99999496
N-2-Furoylglycine	LDHB	-0.105224669	0.049553173	0.019518066	0.053054663	0.571314757	0.99999496
N-Acetyl-5-hydroxytryptamine	LDHB	0.053134359	0.004184385	-0.004171024	0.106494025	0.937462991	0.99999496
N-Acetyl-Asp-Glu	LDHB	-0.210048151	-0.006982678	-0.053474939	0.139424324	0.738788019	0.99999496
N-Acetyl-L-aspartate	LDHB	-0.211864349	-0.120562189	-0.039344858	0.160675835	0.613226508	0.99999496
N-Acetylmuramic acid	LDHB	-0.169028488	-0.066665323	-0.014754678	0.083162511	0.532491462	0.99999496
N-Acetylputrescine	LDHB	-0.22920623	-0.005702538	-0.014579731	0.226895166	0.968791014	0.99999496
O-Acetyl-L-carnitine	LDHB	-0.148319455	0.006147609	-0.001109946	0.0808749	0.928495393	0.99999496
O-Phosphorylethanolamine	LDHB	-0.199540979	-0.098756608	-0.023504711	0.122517487	0.539074242	0.99999496
Orotic acid	LDHB	-0.139188324	-0.100616331	-0.04158727	0.144778741	0.6834799	0.99999496
Orotidine 5-monophosphate	LDHB	-0.250937581	0.013606959	0.022989282	0.224002094	0.966590392	0.99999496
PIP2	LDHB	-0.663128857	0.097528281	0.01774517	0.233729607	0.73284169	0.99999496
PIP3	LDHB	-1.128330862	0.213518681	0.022731055	0.33548432	0.569564415	0.99999496
Porphobilinogen	LDHB	-0.127505076	0.003042401	-0.017948607	0.037084508	0.571372202	0.99999496
Pyridoxal	LDHB	0.138510346	0.222874225	0.088695135	0.243427276	0.581491018	0.99999496
Pyridoxamine	LDHB	-0.018570408	0.03328931	0.035489962	0.113624747	0.98454776	0.99999496
Pyridoxine;Norepinephrine	LDHB	-0.038068709	0.035989565	0.040846127	0.076219039	0.949194378	0.99999496
S-(5-Adenosyl)-L-methionine	LDHB	-0.126057275	0.034267552	0.002591492	0.241252861	0.895539437	0.99999496
Stachyose	LDHB	-0.174881492	-0.039425877	-0.018627558	0.063061052	0.741541693	0.99999496
Succinyl coenzyme A	LDHB	-0.220189983	0.017793441	-0.016627231	0.164104259	0.833863731	0.99999496
Taurine	LDHB	-0.151006167	-0.011731486	0.002624787	0.046158441	0.755784188	0.99999496
Thiamine monophosphate	LDHB	0.033282332	0.066738485	0.020725544	0.107764585	0.669396475	0.99999496
Thymidine	LDHB	-0.245938723	-0.120151271	-0.054789839	0.179453762	0.715690478	0.99999496
Thymidine 5-triphosphate	LDHB	-0.522066775	0.166266624	0.071663792	0.20875358	0.650419531	0.99999496
Thymine	LDHB	-0.1548298	-0.032734322	0.008990482	0.126654207	0.741824077	0.99999496
Trans-beta-Hydromuconic acid	LDHB	-0.069721194	0.019355575	0.004821182	0.057538018	0.800573442	0.99999496
Tyramine	LDHB	-0.064604962	-0.032451882	-0.02930305	0.124330556	0.979794701	0.99999496
Uracil	LDHB	-0.176780555	-0.034449456	0.01956782	0.115161187	0.639028176	0.99999496
Urea	LDHB	-0.162458462	-0.061198153	0.021911294	0.134073144	0.53533588	0.99999496
Uridine 5-diphosphate	LDHB	-0.243979997	0.062010917	-0.00439847	0.17893483	0.710535281	0.99999496
Xanthosine	LDHB	-0.11316724	0.006975047	0.007984256	0.058119177	0.986145845	0.99999496
Xanthosine 5-monophosphate	LDHB	-0.214469007	-0.043922588	0.017586452	0.089592398	0.492370712	0.99999496
L-a-Aspartyl-L-phenylalanine	MDH2	-4.301035555	-2.662744465	0.115003312	0.123722699	1.24E-111	1.33E-108
Phosphocholine	MDH2	-1.928396814	-1.333020046	0.016990822	0.071721847	4.91E-79	3.27E-76
3-Sulfopyruvic acid	MDH2	-7.262573131	-4.317941407	0.18289104	0.24084133	6.20E-78	4.08E-75
Thiamine monophosphate	MDH2	-2.135394164	-1.782487372	0.020725544	0.107764585	7.55E-63	4.05E-60
L-alpha-Glycerophosphorylcholine	MDH2	-1.825353219	2.596247527	0.133080602	0.180998971	3.55E-42	1.23E-39
